Product_ID,Product_Name,Category,Sub_Category,Total_Sales,Total_Profit,Total_Quantity,Total_Orders,Avg_Discount_,Profit_Margin_%,Product_Cost,First_Order_Date,Last_Order_Date,Top_Ordered_Customer_ID,Top_Ordered_Customer_Name,Top_Customer_Orders,Top_Customer_Quantity,Top_Customer_Sales
OFF-HON-10000966,"Hon Round Labels, Alphabetical",Office Supplies,Labels,103.68,0.96,16,5,0.0,0.93,102.72,2011-06-03,2013-11-04,PP-8955,Paul Prost,1,8,51.84
OFF-HON-10001102,"Hon Legal Exhibit Labels, Adjustable",Office Supplies,Labels,70.08,11.04,8,4,0.0,15.75,59.04,2011-09-02,2014-12-28,SO-10335,Sean O'Donnell,1,4,35.04
OFF-HON-10001132,"Hon Round Labels, Adjustable",Office Supplies,Labels,59.28,21.06,13,6,0.0,35.53,38.22,2011-06-24,2014-08-04,BS-1800,Bryan Spruell,1,4,18.24
OFF-HON-10001204,"Hon Color Coded Labels, Alphabetical",Office Supplies,Labels,79.57,-81.5,13,5,50.0,-102.43,161.07,2011-01-26,2014-11-04,AG-900,Arthur Gainer,2,3,29.05
OFF-HON-10001508,"Hon Removable Labels, 5000 Label Set",Office Supplies,Labels,102.6,1.8,10,5,0.0,1.75,100.8,2011-04-13,2014-09-02,AS-225,Alan Schoenberger,1,6,61.56
OFF-HON-10001706,"Hon Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,128.16,5.04,12,2,0.0,3.93,123.12,2012-11-12,2013-11-13,BD-1320,Bill Donatelli,1,6,64.08
OFF-HON-10001723,"Hon Color Coded Labels, 5000 Label Set",Office Supplies,Labels,26.4,0.0,2,2,0.0,0.0,26.4,2014-06-17,2014-06-23,JD-6060,Julia Dunbar,1,1,13.2
OFF-HON-10001783,"Hon Shipping Labels, 5000 Label Set",Office Supplies,Labels,82.32,39.48,7,5,0.0,47.96,42.84,2011-03-01,2014-11-27,DW-3195,David Wiener,1,2,23.52
OFF-HON-10002389,"Hon Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,177.75,20.67,17,3,20.0,11.63,157.08,2013-11-08,2014-11-05,LB-6795,Laurel Beltran,1,14,157.5
OFF-HON-10002456,"Hon Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,192.15,67.05,15,5,0.0,34.89,125.1,2012-05-10,2013-11-08,NP-8685,Nora Pelletier,1,8,102.48
OFF-HON-10002610,"Hon Removable Labels, Adjustable",Office Supplies,Labels,138.45,-33.93,17,6,31.67,-24.51,172.38,2012-04-19,2014-03-26,VM-11685,Valerie Mitchum,1,8,85.2
OFF-HON-10003010,"Hon Round Labels, 5000 Label Set",Office Supplies,Labels,38.07,-5.13,9,4,30.0,-13.48,43.2,2011-11-26,2014-06-03,MB-8085,Mick Brown,1,2,14.1
OFF-HON-10003230,"Hon Removable Labels, Adjustable",Office Supplies,Labels,22.85,-5.23,4,2,30.0,-22.9,28.08,2012-06-09,2013-10-30,SC-10305,Sean Christensen,1,2,16.32
OFF-HON-10003538,"Hon File Folder Labels, 5000 Label Set",Office Supplies,Labels,34.31,11.66,5,3,20.0,33.99,22.65,2011-06-15,2014-12-02,RD-9585,Rob Dowd,1,2,18.06
OFF-HON-10003921,"Hon Removable Labels, Laser Printer Compatible",Office Supplies,Labels,83.66,21.83,9,4,17.5,26.1,61.83,2011-07-15,2014-02-28,HG-5025,Hunter Glantz,1,4,40.32
OFF-HON-10004014,"Hon Shipping Labels, Adjustable",Office Supplies,Labels,145.54,43.03,17,8,16.25,29.57,102.51,2011-02-22,2014-12-18,KB-6315,Karl Braun,1,8,74.16
OFF-HON-10004621,"Hon Color Coded Labels, Adjustable",Office Supplies,Labels,81.4,0.4,9,4,17.5,0.49,81.0,2012-09-26,2014-12-05,GK-4620,Grace Kelly,1,4,42.84
OFF-HON-10004698,"Hon File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,81.22,5.02,10,4,15.0,6.18,76.2,2013-08-07,2014-04-23,CG-2520,Claire Gute,1,4,34.56
OFF-HON-10004800,"Hon Shipping Labels, Alphabetical",Office Supplies,Labels,40.28,9.38,5,3,23.33,23.29,30.9,2013-06-05,2014-12-03,BM-1575,Brendan Murry,1,2,22.38
OFF-HON-10004825,"Hon File Folder Labels, Adjustable",Office Supplies,Labels,75.21,6.36,15,3,46.67,8.46,68.85,2013-12-20,2014-05-03,TH-11115,Thea Hudgings,1,10,65.4
OFF-HOO-10000318,"Hoover Microwave, Silver",Office Supplies,Appliances,1732.58,627.98,7,4,35.0,36.25,1104.6,2012-01-17,2014-11-26,AB-60,Adam Bellavance,1,4,1237.56
OFF-HOO-10000335,"Hoover Microwave, White",Office Supplies,Appliances,2945.09,481.64,11,4,17.5,16.35,2463.45,2012-12-13,2014-12-17,BP-1230,Benjamin Patterson,1,6,1840.68
OFF-HOO-10000445,"Hoover Refrigerator, Black",Office Supplies,Appliances,1577.07,488.88,3,3,0.0,31.0,1088.19,2011-08-03,2014-07-09,AM-360,Alice McCarthy,1,1,525.69
OFF-HOO-10000638,"Hoover Toaster, Black",Office Supplies,Appliances,83.07,37.38,1,1,0.0,45.0,45.69,2012-11-01,2012-11-01,CP-2085,Cathy Prescott,1,1,83.07
OFF-HOO-10001105,"Hoover Refrigerator, Silver",Office Supplies,Appliances,1581.03,505.89,3,2,0.0,32.0,1075.14,2013-04-05,2014-12-29,PT-9090,Pete Takahito,1,2,1054.02
OFF-HOO-10001248,"Hoover Coffee Grinder, Silver",Office Supplies,Appliances,347.7,135.6,5,3,0.0,39.0,212.1,2012-03-26,2014-06-03,MP-8175,Mike Pelletier,1,2,139.08
OFF-HOO-10001448,"Hoover Blender, White",Office Supplies,Appliances,685.44,6.72,7,3,0.0,0.98,678.72,2012-05-19,2013-09-05,SZ-10035,Sam Zeldin,1,4,391.68
OFF-HOO-10001783,"Hoover Microwave, Red",Office Supplies,Appliances,2469.12,493.68,8,4,0.0,19.99,1975.44,2011-01-10,2013-11-29,GP-4740,Guy Phonely,1,4,1234.56
OFF-HOO-10001881,"Hoover Stove, White",Office Supplies,Appliances,4759.52,-1699.96,12,4,15.0,-35.72,6459.48,2011-06-07,2014-09-08,AB-255,Alejandro Ballentine,1,4,2266.44
OFF-HOO-10001987,"Hoover Coffee Grinder, Red",Office Supplies,Appliances,137.58,4.08,2,1,0.0,2.97,133.5,2013-11-26,2013-11-26,GD-4590,Giulietta Dortch,1,2,137.58
OFF-HOO-10002386,"Hoover Toaster, Silver",Office Supplies,Appliances,210.98,-113.21,6,3,46.67,-53.66,324.18,2011-03-01,2011-12-30,SO-10335,Sean O'Donnell,1,4,101.27
OFF-HOO-10002715,"Hoover Coffee Grinder, White",Office Supplies,Appliances,174.02,-85.78,4,3,23.33,-49.29,259.8,2011-08-01,2014-09-06,EL-3735,Ed Ludwig,1,1,66.93
OFF-HOO-10002752,"Hoover Refrigerator, Red",Office Supplies,Appliances,526.26,131.55,1,1,0.0,25.0,394.71,2013-09-04,2013-09-04,JK-5730,Joe Kamberova,1,1,526.26
OFF-HOO-10002920,"Hoover Stove, Black",Office Supplies,Appliances,795.06,-249.9,2,2,30.0,-31.43,1044.96,2014-02-27,2014-04-30,PB-9210,Phillip Breyer,1,1,567.9
OFF-HOO-10002946,"Hoover Stove, Red",Office Supplies,Appliances,1705.41,852.66,3,3,0.0,50.0,852.75,2012-03-08,2014-01-20,LS-6945,Linda Southworth,1,1,568.47
OFF-HOO-10003246,"Hoover Blender, Black",Office Supplies,Appliances,67.62,-90.84,2,2,65.0,-134.34,158.46,2012-06-04,2013-06-13,JS-5940,Joni Sundaresam,1,1,38.64
OFF-HOO-10003269,"Hoover Toaster, Red",Office Supplies,Appliances,451.66,-240.89,9,3,20.0,-53.34,692.55,2013-04-05,2014-11-17,RM-9675,Robert Marley,1,6,200.74
OFF-HOO-10003338,"Hoover Blender, Silver",Office Supplies,Appliances,1651.89,610.98,17,6,0.0,36.99,1040.91,2011-05-04,2014-09-05,KT-6465,Kean Takahito,1,6,583.02
OFF-HOO-10003653,"Hoover Stove, Silver",Office Supplies,Appliances,2163.04,-1320.77,9,3,43.33,-61.06,3483.81,2011-08-30,2011-12-17,JF-5190,Jamie Frazer,1,4,910.75
OFF-HOO-10003820,"Hoover Toaster, White",Office Supplies,Appliances,678.77,200.33,9,5,14.0,29.51,478.44,2011-11-21,2014-12-04,BP-1185,Ben Peterman,1,4,327.12
OFF-HOO-10004188,"Hoover Blender, Black",Office Supplies,Appliances,495.61,-0.23,8,3,23.33,-0.05,495.84,2011-12-28,2014-04-18,DB-3060,Dave Brooks,1,2,190.62
OFF-HOO-10004243,"Hoover Microwave, Black",Office Supplies,Appliances,2156.49,215.46,7,3,0.0,9.99,1941.03,2011-03-31,2013-12-18,CM-2160,Charles McCrossin,1,4,1232.28
OFF-HOO-10004910,"Hoover Refrigerator, White",Office Supplies,Appliances,5244.0,209.76,12,5,26.0,4.0,5034.24,2012-12-22,2014-12-29,DJ-3510,Don Jones,1,6,3146.4
OFF-IBI-10000080,"Ibico Binder, Recycled",Office Supplies,Binders,354.82,-82.58,30,16,12.5,-23.28,437.4,2011-06-20,2014-12-15,SB-10290,Sean Braxton,1,4,63.36
OFF-IBI-10000099,"Ibico Binder, Clear",Office Supplies,Binders,443.72,21.5,31,13,10.0,4.84,422.22,2011-05-05,2014-10-28,CC-2220,Chris Cortes,1,4,59.76
OFF-IBI-10000440,"Ibico Binder Covers, Clear",Office Supplies,Binders,361.84,7.75,29,15,9.33,2.14,354.09,2011-03-05,2014-10-10,TS-11655,Trudy Schmidt,1,6,78.66
OFF-IBI-10000684,"Ibico Binding Machine, Clear",Office Supplies,Binders,712.32,327.6,14,7,0.0,45.99,384.72,2011-06-22,2014-01-08,JD-6015,Joy Daniels,1,4,203.52
OFF-IBI-10000779,"Ibico Index Tab, Economy",Office Supplies,Binders,120.76,24.16,14,10,12.0,20.0,96.6,2011-08-02,2014-12-30,AT-435,Alyssa Tate,1,2,20.82
OFF-IBI-10000951,"Ibico Binder Covers, Economy",Office Supplies,Binders,490.04,31.4,39,12,10.83,6.41,458.64,2011-09-07,2014-10-16,RB-9465,Rick Bensley,1,14,191.1
OFF-IBI-10000959,"Ibico Binding Machine, Recycled",Office Supplies,Binders,947.57,140.45,19,8,8.75,14.82,807.12,2011-08-04,2013-12-23,AR-345,Alex Russell,1,4,207.12
OFF-IBI-10001123,"Ibico 3-Hole Punch, Recycled",Office Supplies,Binders,838.03,194.23,29,9,13.33,23.18,643.8,2011-05-06,2014-12-03,DE-3255,Deanra Eno,1,8,246.48
OFF-IBI-10001494,"Ibico Index Tab, Durable",Office Supplies,Binders,150.17,40.55,21,9,6.67,27.0,109.62,2011-02-24,2014-11-13,LW-6990,Lindsay Williams,1,4,37.08
OFF-IBI-10001640,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,124.42,49.45,21,10,19.0,39.75,74.97,2011-04-28,2014-11-26,AG-330,Alex Grayson,1,8,55.92
OFF-IBI-10001772,"Ibico Index Tab, Clear",Office Supplies,Binders,229.34,44.54,35,16,23.75,19.42,184.8,2011-01-30,2014-06-30,JW-6075,Julia West,1,4,33.48
OFF-IBI-10001951,"Ibico Hole Reinforcements, Clear",Office Supplies,Binders,119.97,20.97,25,12,32.5,17.48,99.0,2011-04-14,2014-06-05,LC-6885,Lena Creighton,1,4,25.8
OFF-IBI-10002486,"Ibico Index Tab, Clear",Office Supplies,Binders,121.18,11.38,15,13,10.77,9.39,109.8,2011-01-23,2014-12-12,KB-6600,Ken Brennan,1,2,17.82
OFF-IBI-10002637,"Ibico Binding Machine, Durable",Office Supplies,Binders,751.46,236.84,18,14,17.86,31.52,514.62,2011-04-25,2014-12-09,DO-3435,Denny Ordway,1,2,105.84
OFF-IBI-10002805,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,341.04,81.96,17,12,27.5,24.03,259.08,2011-11-18,2014-12-18,BD-1620,Brian DeCherney,1,2,60.9
OFF-IBI-10003191,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,1022.4,297.72,36,18,14.21,29.12,724.68,2011-07-09,2014-07-22,BP-1155,Becky Pak,1,6,191.7
OFF-IBI-10003422,"Ibico Binder, Durable",Office Supplies,Binders,259.79,-4.21,16,7,10.0,-1.62,264.0,2011-06-23,2014-09-09,JD-6150,Justin Deggeller,1,8,135.84
OFF-IBI-10003541,"Ibico Binding Machine, Economy",Office Supplies,Binders,1696.86,152.46,33,9,0.0,8.98,1544.4,2011-08-19,2014-12-17,DA-3450,Dianna Arnett,1,14,719.88
OFF-IBI-10003732,"Ibico Hole Reinforcements, Durable",Office Supplies,Binders,124.8,26.88,16,9,14.44,21.54,97.92,2012-09-21,2014-12-16,BD-1635,Brian Derr,1,6,50.94
OFF-IBI-10004074,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,334.99,83.41,14,12,17.5,24.9,251.58,2011-03-08,2014-11-26,DK-3375,Dennis Kane,1,2,59.82
OFF-IBI-10004323,"Ibico Binder Covers, Durable",Office Supplies,Binders,136.35,16.2,9,5,0.0,11.88,120.15,2012-06-14,2014-10-21,SR-10425,Sharelle Roach,1,4,60.6
OFF-IBI-10004855,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,227.85,49.35,35,11,17.27,21.66,178.5,2012-06-13,2014-12-30,KL-6555,Kelly Lampkin,2,6,23.52
OFF-IBI-10004916,"Ibico Binder Covers, Recycled",Office Supplies,Binders,218.56,68.11,17,10,14.0,31.16,150.45,2011-05-03,2014-12-30,FH-4275,Frank Hawley,1,4,56.04
OFF-IBI-10004959,"Ibico Binder, Economy",Office Supplies,Binders,171.83,4.43,15,9,36.67,2.58,167.4,2011-03-07,2014-09-30,GH-4425,Gary Hwang,1,4,61.92
OFF-JIF-10000165,"Jiffy Business Envelopes, Recycled",Office Supplies,Envelopes,141.7,5.08,11,5,28.0,3.58,136.62,2011-08-10,2014-10-09,JB-6045,Julia Barnett,1,6,88.56
OFF-JIF-10000375,"Jiffy Mailers, Set of 50",Office Supplies,Envelopes,245.32,-15.77,9,3,20.0,-6.43,261.09,2013-09-17,2013-09-23,SW-10455,Shaun Weien,1,4,148.68
OFF-JIF-10000556,"Jiffy Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,78.14,-89.98,4,2,60.0,-115.14,168.12,2011-11-12,2014-04-22,AA-375,Allen Armold,1,2,39.07
OFF-JIF-10000704,"Jiffy Clasp Envelope, Set of 50",Office Supplies,Envelopes,11.08,2.2,2,2,35.0,19.83,8.88,2012-11-30,2013-12-12,PF-9165,Philip Fox,1,1,8.52
OFF-JIF-10000843,"Jiffy Manila Envelope, Set of 50",Office Supplies,Envelopes,33.81,2.55,2,2,35.0,7.55,31.26,2013-06-27,2014-02-22,GG-4650,Greg Guthrie,1,1,26.01
OFF-JIF-10000890,"Jiffy Peel and Seal, Security-Tint",Office Supplies,Envelopes,85.16,-14.59,5,3,20.0,-17.14,99.75,2012-03-23,2014-06-25,AG-675,Anna Gayman,1,2,44.82
OFF-JIF-10000981,"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes,105.98,-46.67,8,4,35.0,-44.03,152.64,2011-02-22,2014-08-28,RW-9540,Rick Wilson,1,2,47.1
OFF-JIF-10002184,"Jiffy Business Envelopes, Recycled",Office Supplies,Envelopes,183.6,33.0,10,7,0.0,17.97,150.6,2011-04-13,2014-12-30,AR-825,Anthony Rawles,1,2,36.72
OFF-JIF-10002228,"Jiffy Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,299.88,140.94,6,3,0.0,47.0,158.94,2012-06-06,2014-11-19,DO-3435,Denny Ordway,1,2,99.96
OFF-JIF-10002275,"Jiffy Clasp Envelope, with clear poly window",Office Supplies,Envelopes,131.45,18.35,13,7,20.0,13.96,113.1,2012-09-22,2014-11-03,BF-975,Barbara Fisher,1,6,72.36
OFF-JIF-10002454,"Jiffy Manila Envelope, Recycled",Office Supplies,Envelopes,109.16,23.51,5,3,20.0,21.54,85.65,2012-09-11,2013-08-26,CY-2745,Craig Yedwab,1,2,49.62
OFF-JIF-10002621,"Jiffy Business Envelopes, Security-Tint",Office Supplies,Envelopes,186.73,-8.66,13,5,26.0,-4.64,195.39,2011-06-13,2014-07-16,VT-11700,Valerie Takahito,1,6,95.76
OFF-JIF-10002836,"Jiffy Interoffice Envelope, Set of 50",Office Supplies,Envelopes,185.76,18.48,4,1,0.0,9.95,167.28,2013-08-30,2013-08-30,SK-9990,Sally Knutson,1,4,185.76
OFF-JIF-10003115,"Jiffy Interoffice Envelope, Recycled",Office Supplies,Envelopes,13.57,-19.46,1,1,70.0,-143.37,33.03,2011-05-12,2011-05-12,CS-2460,Chuck Sachs,1,1,13.57
OFF-JIF-10003677,"Jiffy Peel and Seal, Set of 50",Office Supplies,Envelopes,56.03,-49.18,7,2,35.0,-87.78,105.21,2014-05-26,2014-06-21,CD-2280,Christina DeMoss,1,6,36.02
OFF-JIF-10003842,"Jiffy Clasp Envelope, Security-Tint",Office Supplies,Envelopes,74.26,0.82,8,6,10.0,1.1,73.44,2012-03-02,2013-12-09,PG-8895,Paul Gonzalez,1,2,21.84
OFF-JIF-10003890,"Jiffy Peel and Seal, Recycled",Office Supplies,Envelopes,43.26,-3.63,3,3,23.33,-8.38,46.89,2013-01-10,2013-04-17,KC-6675,Kimberly Carter,1,1,18.81
OFF-JIF-10003976,"Jiffy Mailers, with clear poly window",Office Supplies,Envelopes,260.54,117.95,7,2,30.0,45.27,142.59,2013-09-13,2013-12-07,DB-2910,Daniel Byrd,1,6,244.26
OFF-JIF-10004213,"Jiffy Business Envelopes, Set of 50",Office Supplies,Envelopes,39.0,5.82,2,2,0.0,14.92,33.18,2013-09-26,2014-12-24,SS-10140,Saphhira Shifley,1,1,19.5
OFF-JIF-10004450,"Jiffy Mailers, Recycled",Office Supplies,Envelopes,136.69,-93.71,8,4,35.0,-68.56,230.4,2011-03-11,2014-03-03,SP-10620,Stefania Perrino,1,4,43.16
OFF-JIF-10004616,"Jiffy Manila Envelope, Security-Tint",Office Supplies,Envelopes,227.28,111.36,8,3,0.0,49.0,115.92,2012-01-03,2013-09-18,TP-11415,Tom Prescott,1,6,170.46
OFF-JIF-10004747,"Jiffy Manila Envelope, with clear poly window",Office Supplies,Envelopes,366.42,-102.06,16,4,15.0,-27.85,468.48,2012-06-19,2014-06-23,EK-3795,Eileen Kiefer,1,8,236.4
OFF-JIF-10004777,"Jiffy Clasp Envelope, Recycled",Office Supplies,Envelopes,13.18,-5.57,5,3,63.33,-42.3,18.75,2011-04-23,2014-04-22,MB-8085,Mick Brown,1,2,5.86
OFF-JIF-10004822,"Jiffy Mailers, Security-Tint",Office Supplies,Envelopes,328.43,107.57,9,3,23.33,32.75,220.86,2011-06-11,2013-06-28,AJ-795,Anthony Johnson,1,6,237.42
OFF-KIT-10000099,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,4441.0,1538.23,9,4,15.0,34.64,2902.77,2012-10-08,2014-08-06,JH-6180,Justin Hirsh,1,6,3172.14
OFF-KIT-10000624,"KitchenAid Blender, Black",Office Supplies,Appliances,137.59,-133.73,4,2,65.0,-97.19,271.32,2013-06-10,2013-11-05,AJ-795,Anthony Johnson,1,2,78.62
OFF-KIT-10000717,"KitchenAid Toaster, White",Office Supplies,Appliances,500.76,200.16,6,4,0.0,39.97,300.6,2014-02-21,2014-11-19,DO-3435,Denny Ordway,1,2,166.92
OFF-KIT-10000964,"KitchenAid Coffee Grinder, White",Office Supplies,Appliances,480.27,168.0,7,3,0.0,34.98,312.27,2013-03-04,2013-09-30,TS-11370,Todd Sumrall,1,4,274.44
OFF-KIT-10001040,"KitchenAid Coffee Grinder, Black",Office Supplies,Appliances,139.8,57.3,2,1,0.0,40.99,82.5,2011-03-03,2011-03-03,AP-720,Anne Pryor,1,2,139.8
OFF-KIT-10001213,"KitchenAid Refrigerator, Black",Office Supplies,Appliances,1054.74,379.68,2,1,0.0,36.0,675.06,2014-09-05,2014-09-05,TT-11220,Thomas Thornton,1,2,1054.74
OFF-KIT-10001245,"KitchenAid Blender, Black",Office Supplies,Appliances,155.18,-25.27,3,2,35.0,-16.28,180.45,2011-02-18,2011-06-14,SN-10560,Skye Norling,1,1,96.99
OFF-KIT-10001380,"KitchenAid Microwave, Black",Office Supplies,Appliances,1858.5,0.0,6,3,0.0,0.0,1858.5,2012-03-05,2014-06-17,JD-6060,Julia Dunbar,1,4,1239.0
OFF-KIT-10001609,"KitchenAid Coffee Grinder, Red",Office Supplies,Appliances,169.13,-6.37,3,2,30.0,-3.77,175.5,2012-09-01,2013-06-16,CM-2235,Chris McAfee,1,2,140.94
OFF-KIT-10001791,"KitchenAid Refrigerator, White",Office Supplies,Appliances,1893.89,578.69,5,3,23.33,30.56,1315.2,2011-04-08,2014-09-04,CL-2565,Clay Ludtke,1,2,1052.16
OFF-KIT-10001899,"KitchenAid Toaster, Black",Office Supplies,Appliances,627.15,152.43,8,5,12.0,24.31,474.72,2012-06-02,2014-11-04,DV-3045,Darrin Van Huff,2,2,118.65
OFF-KIT-10002357,"KitchenAid Blender, White",Office Supplies,Appliances,338.64,127.44,4,3,20.0,37.63,211.2,2011-12-23,2013-02-02,RB-9570,Rob Beeghly,1,2,199.2
OFF-KIT-10002678,"KitchenAid Coffee Grinder, Silver",Office Supplies,Appliances,491.42,-71.38,10,4,32.5,-14.53,562.8,2011-01-26,2014-10-14,SH-9975,Sally Hughsby,1,4,284.88
OFF-KIT-10002828,"KitchenAid Microwave, White",Office Supplies,Appliances,2467.68,814.32,8,3,0.0,33.0,1653.36,2013-09-24,2014-11-26,RD-9585,Rob Dowd,1,4,1233.84
OFF-KIT-10003337,"KitchenAid Microwave, Silver",Office Supplies,Appliances,746.57,-158.65,3,2,30.0,-21.25,905.22,2014-05-09,2014-06-13,BD-1320,Bill Donatelli,1,2,622.14
OFF-KIT-10003611,"KitchenAid Stove, Red",Office Supplies,Appliances,2850.75,798.15,5,4,0.0,28.0,2052.6,2011-05-06,2014-10-10,PB-8805,Patrick Bzostek,1,2,1140.3
OFF-KIT-10003683,"KitchenAid Stove, Silver",Office Supplies,Appliances,4224.66,1301.46,8,3,20.0,30.81,2923.2,2014-02-10,2014-11-27,BD-1635,Brian Derr,1,6,3425.4
OFF-KIT-10003757,"KitchenAid Refrigerator, Red",Office Supplies,Appliances,316.76,-654.7,2,1,70.0,-206.68,971.46,2012-06-19,2012-06-19,DL-3495,Dionis Lloyd,1,2,316.76
OFF-KIT-10003938,"KitchenAid Toaster, Red",Office Supplies,Appliances,145.04,9.32,3,3,43.33,6.43,135.72,2012-03-23,2013-06-13,NR-8550,Nick Radford,1,1,85.32
OFF-KIT-10003990,"KitchenAid Toaster, Silver",Office Supplies,Appliances,258.21,110.97,3,2,0.0,42.98,147.24,2013-08-22,2014-08-28,MK-8160,Mike Kennedy,1,2,172.14
OFF-KIT-10004058,"KitchenAid Stove, White",Office Supplies,Appliances,4148.52,693.24,8,3,23.33,16.71,3455.28,2013-05-03,2014-12-05,RH-9555,Ritsa Hightower,1,6,3409.74
OFF-KIT-10004515,"KitchenAid Microwave, Red",Office Supplies,Appliances,2172.24,152.04,7,5,0.0,7.0,2020.2,2011-09-21,2013-06-21,JK-5205,Jamie Kunitz,1,2,620.64
OFF-KIT-10004732,"KitchenAid Blender, Silver",Office Supplies,Appliances,158.16,-34.62,3,2,35.0,-21.89,192.78,2012-05-11,2013-09-03,GP-4740,Guy Phonely,1,1,98.85
OFF-KLE-10000050,"Kleencut Trimmer, High Speed",Office Supplies,Supplies,248.58,66.96,6,5,0.0,26.94,181.62,2011-08-12,2013-08-21,SW-10350,Sean Wendt,1,2,82.86
OFF-KLE-10000228,"Kleencut Shears, High Speed",Office Supplies,Supplies,252.56,-40.81,11,6,35.0,-16.16,293.37,2012-01-18,2014-09-02,LC-6885,Lena Creighton,1,4,56.12
OFF-KLE-10000296,"Kleencut Letter Opener, Steel",Office Supplies,Supplies,289.87,22.57,15,6,11.67,7.79,267.3,2011-01-31,2014-10-22,BD-1770,Bryan Davis,1,4,95.04
OFF-KLE-10000466,"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies,129.89,-45.61,9,3,23.33,-35.12,175.5,2012-04-17,2014-06-11,Dp-3240,Dean percer,1,2,54.12
OFF-KLE-10000527,"Kleencut Scissors, High Speed",Office Supplies,Supplies,147.11,23.99,8,5,28.0,16.31,123.12,2012-01-11,2014-09-12,EM-4140,Eugene Moren,1,4,89.16
OFF-KLE-10000552,"Kleencut Shears, Steel",Office Supplies,Supplies,244.7,39.68,6,4,17.5,16.22,205.02,2011-08-24,2014-05-29,JB-5400,Jennifer Braxton,1,2,92.34
OFF-KLE-10001317,"Kleencut Ruler, Easy Grip",Office Supplies,Supplies,116.89,-17.03,9,7,18.57,-14.57,133.92,2011-01-12,2014-09-11,LC-6930,Linda Cazamias,1,2,30.36
OFF-KLE-10001381,"Kleencut Scissors, Easy Grip",Office Supplies,Supplies,9.56,-9.1,1,1,60.0,-95.11,18.66,2014-11-27,2014-11-27,DV-3045,Darrin Van Huff,1,1,9.56
OFF-KLE-10001644,"Kleencut Trimmer, Steel",Office Supplies,Supplies,506.29,60.13,13,7,8.57,11.88,446.16,2013-05-09,2014-12-30,LA-6780,Laura Armstrong,1,6,244.98
OFF-KLE-10001699,"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies,258.12,30.78,9,4,0.0,11.92,227.34,2011-08-12,2014-12-25,CC-2370,Christopher Conant,1,4,114.72
OFF-KLE-10001794,"Kleencut Box Cutter, High Speed",Office Supplies,Supplies,297.99,-256.41,16,7,45.71,-86.05,554.4,2011-04-28,2014-04-05,CJ-1875,Carl Jackson,1,4,138.6
OFF-KLE-10002118,"Kleencut Ruler, Serrated",Office Supplies,Supplies,112.86,28.05,11,5,0.0,24.85,84.81,2011-10-11,2014-05-28,JB-6000,Joy Bell-,1,4,41.04
OFF-KLE-10002292,"Kleencut Scissors, Steel",Office Supplies,Supplies,108.45,6.45,5,2,0.0,5.95,102.0,2013-09-02,2014-01-10,GT-4755,Guy Thornton,1,4,86.76
OFF-KLE-10002340,"Kleencut Shears, Easy Grip",Office Supplies,Supplies,319.37,-116.14,9,4,15.0,-36.36,435.51,2011-06-15,2014-05-14,DP-3390,Dennis Pardue,1,2,96.78
OFF-KLE-10002550,"Kleencut Scissors, Serrated",Office Supplies,Supplies,113.94,9.0,6,3,0.0,7.9,104.94,2011-10-12,2013-02-20,SC-10725,Steven Cartwright,1,4,75.96
OFF-KLE-10002869,"Kleencut Letter Opener, High Speed",Office Supplies,Supplies,555.66,194.04,21,7,0.0,34.92,361.62,2012-05-26,2014-08-19,GZ-4470,Gary Zandusky,1,8,211.68
OFF-KLE-10003227,"Kleencut Ruler, Steel",Office Supplies,Supplies,63.5,4.49,7,3,46.67,7.08,59.01,2012-11-15,2014-11-12,SW-10275,Scott Williamson,1,4,51.84
OFF-KLE-10003497,"Kleencut Box Cutter, Steel",Office Supplies,Supplies,643.54,42.52,21,5,28.0,6.61,601.02,2011-12-21,2014-11-03,LW-6990,Lindsay Williams,1,8,272.4
OFF-KLE-10004112,"Kleencut Trimmer, Serrated",Office Supplies,Supplies,167.77,28.57,5,3,20.0,17.03,139.2,2011-01-27,2014-06-25,NF-8475,Neil Französisch,1,2,76.26
OFF-KLE-10004543,"Kleencut Ruler, High Speed",Office Supplies,Supplies,135.6,29.7,10,5,0.0,21.9,105.9,2012-02-10,2014-11-26,RP-9390,Resi Pölking,1,4,54.24
OFF-KLE-10004581,"Kleencut Trimmer, Easy Grip",Office Supplies,Supplies,774.9,185.76,18,5,0.0,23.97,589.14,2012-03-23,2014-09-17,DP-3000,Darren Powers,1,8,344.4
